line_name,bus0,bus1,s_nom_MW,x,max_abs_flow_MW,mean_abs_flow_MW,utilization_max_pu,congestion_hours
DK_NO,DK,NO,1632.0,0.1,1632.0,927.2854799842095,1.0,2172
DK_SE,DK,SE,2415.0,0.1,2415.0,823.1926022462363,1.0,504
DK_DE,DK,DE,3500.0,0.1,3030.0,905.7764425450196,0.8657142857142858,0
DE_SE,DE,SE,615.0,0.1,615.0,584.2495866582573,1.0,7889
NO_SE,NO,SE,3645.0,0.1,2015.0,1138.0768832917302,0.5528120713305898,0
DE_NO,DE,NO,1400.0,0.1,1400.0,1297.824239737141,1.0,7508
