optimized_energy_capacity_MWh,optimized_charge_power_MW,optimized_discharge_power_MW,annual_charged_energy_MWh,annual_discharged_energy_MWh
12242.02241774387,4618.65184252575,4726.215718552163,2476987.4111403828,2420613.6900330214
