optimized_energy_capacity_MWh,optimized_charge_power_MW,optimized_discharge_power_MW,annual_charged_energy_MWh,annual_discharged_energy_MWh
13475.350827008271,3866.950064301264,3957.0075424352653,3368346.16479507,3291686.022545987
