line_name,bus0,bus1,s_nom_MW,x,max_abs_flow_MW,mean_abs_flow_MW,utilization_max_pu,congestion_hours
DK_NO,DK,NO,1632.0,0.1,1632.0,1077.876380427093,1.0,3427
DK_SE,DK,SE,2415.0,0.1,2415.0,925.5656256058588,1.0,987
DK_DE,DK,DE,3500.0,0.1,3030.0,979.5016811266843,0.8657142857142858,0
DE_SE,DE,SE,615.0,0.1,615.0,591.1386094498101,1.0,8099
NO_SE,NO,SE,3645.0,0.1,2015.0,1210.1474239239033,0.5528120713305898,0
DE_NO,DE,NO,1400.0,0.1,1400.0,1200.3047127193377,1.0,6411
