battery,energy_capacity_mwh,charge_power_mw,discharge_power_mw,annual_charged_mwh,annual_discharged_mwh,annual_charged_gwh,annual_discharged_gwh,operational_roundtrip_efficiency,equivalent_full_cycles,max_soc_mwh,mean_soc_mwh,min_soc_mwh,max_soc_pu,mean_soc_pu,min_soc_pu,max_charge_mw,max_discharge_mw,charging_hours,discharging_hours,idle_hours
DK,3768.637888096728,1186.9880095148765,1214.6317972376755,686418.9919285978,655530.1372918108,686.4189919285978,655.5301372918108,0.9549999999999998,173.94351931829476,3768.637888096728,1329.9216174237504,0.0,1.0,0.35289185560234326,0.0,1186.9880095148765,1186.9880095148765,1290,1147,6347
