generator,mean_capacity_mw,std_capacity_mw
DK_CCGT,5346.220514843792,80.13362895412574
DK_coal,0.0,0.0
DK_nuclear,0.0,0.0
DK_offshore_wind,4218.854386249283,960.4962768600886
DK_onshore_wind,939.6397720328938,1627.5038259734097
DK_solar,3769.9409759237446,252.71207861439322
