utc_timestamp,cet_cest_timestamp,DK_load_actual_entsoe_transparency,DK_load_forecast_entsoe_transparency,DK_solar_capacity,DK_solar_generation_actual,DK_wind_capacity,DK_wind_generation_actual,DK_wind_offshore_capacity,DK_wind_offshore_generation_actual,DK_wind_onshore_capacity,DK_wind_onshore_generation_actual
2014-12-31T23:00:00Z,2015-01-01T00:00:00+0100,,,,,,,,,,
2015-01-01T00:00:00Z,2015-01-01T01:00:00+0100,,,489,,4643,,1264,,3379,
2015-01-01T01:00:00Z,2015-01-01T02:00:00+0100,3100.02,3126.8,489,,4643,2357.33,1264,902.71,3379,1454.62
2015-01-01T02:00:00Z,2015-01-01T03:00:00+0100,2980.39,3019,489,,4643,2387.35,1264,830.87,3379,1556.48
2015-01-01T03:00:00Z,2015-01-01T04:00:00+0100,2933.49,2976.3,489,,4643,2594.47,1264,915.43,3379,1679.04
2015-01-01T04:00:00Z,2015-01-01T05:00:00+0100,2941.54,2982.5,489,0.01,4643,3092.01,1264,1056.28,3379,2035.73
2015-01-01T05:00:00Z,2015-01-01T06:00:00+0100,2999.89,3025.3,489,0.01,4643,3270.63,1264,1068.07,3379,2202.56
2015-01-01T06:00:00Z,2015-01-01T07:00:00+0100,3176.8,3124.6,489,0.01,4643,3502.55,1264,1141.11,3379,2361.44
2015-01-01T07:00:00Z,2015-01-01T08:00:00+0100,3292.27,3249.1,489,0.03,4643,3706.07,1264,1162.82,3379,2543.25
2015-01-01T08:00:00Z,2015-01-01T09:00:00+0100,3378.64,3434.4,489,1.5,4643,3847.48,1264,1190.68,3379,2656.8
2015-01-01T09:00:00Z,2015-01-01T10:00:00+0100,3562.9,3640.5,489,6.18,4643,3867.69,1264,1164.29,3379,2703.4
2015-01-01T10:00:00Z,2015-01-01T11:00:00+0100,3736.05,3725.5,489,8.42,4643,3906.23,1264,1153.76,3379,2752.47
2015-01-01T11:00:00Z,2015-01-01T12:00:00+0100,3837.81,3795.6,489,8.23,4643,3878.78,1264,1106.18,3379,2772.6
2015-01-01T12:00:00Z,2015-01-01T13:00:00+0100,3878.28,3839.6,489,6.17,4643,3837.86,1264,1130.8,3379,2707.06
2015-01-01T13:00:00Z,2015-01-01T14:00:00+0100,3856.4,3867.7,489,2.2,4643,3577.58,1264,1035.91,3379,2541.67
2015-01-01T14:00:00Z,2015-01-01T15:00:00+0100,3985.15,3941.5,489,0.19,4643,3527.85,1264,1023.46,3379,2504.39
2015-01-01T15:00:00Z,2015-01-01T16:00:00+0100,4262.07,4286.4,489,0.01,4643,3632.61,1264,1067.99,3379,2564.62
2015-01-01T16:00:00Z,2015-01-01T17:00:00+0100,4495.76,4586.7,489,0.01,4643,3835.65,1264,1168.41,3379,2667.24
2015-01-01T17:00:00Z,2015-01-01T18:00:00+0100,4491.8,4521.8,489,0.01,4643,4069.17,1264,1205.46,3379,2863.71
2015-01-01T18:00:00Z,2015-01-01T19:00:00+0100,4290.82,4293.6,489,0.01,4643,4249.29,1264,1216.52,3379,3032.77
2015-01-01T19:00:00Z,2015-01-01T20:00:00+0100,4047.51,4061.5,489,0,4643,4349.4,1264,1217.21,3379,3132.19
2015-01-01T20:00:00Z,2015-01-01T21:00:00+0100,3857.01,3866.6,489,0,4643,4402.2,1264,1225.58,3379,3176.62
2015-01-01T21:00:00Z,2015-01-01T22:00:00+0100,3588.33,3590.6,489,0,4643,4409.94,1264,1226.23,3379,3183.71
2015-01-01T22:00:00Z,2015-01-01T23:00:00+0100,3412.59,3332.5,489,0,4643,4367.49,1264,1225.46,3379,3142.03
2015-01-01T23:00:00Z,2015-01-02T00:00:00+0100,3212.1,3148.7,489,0,4643,3886.06,1264,847.55,3379,3038.51
2015-01-02T00:00:00Z,2015-01-02T01:00:00+0100,2996.22,2949.1,489,0,4643,3231.6,1264,657.13,3379,2574.47
2015-01-02T01:00:00Z,2015-01-02T02:00:00+0100,2942.88,2880.9,489,0,4643,3212.27,1264,655.06,3379,2557.21
2015-01-02T02:00:00Z,2015-01-02T03:00:00+0100,2944.18,2881.7,489,0,4643,3188.93,1264,647.37,3379,2541.56
2015-01-02T03:00:00Z,2015-01-02T04:00:00+0100,3019.46,2917.4,489,0.01,4643,3167.6,1264,649.71,3379,2517.89
2015-01-02T04:00:00Z,2015-01-02T05:00:00+0100,3104.17,3032,489,0.01,4643,3425.92,1264,797.9,3379,2628.02
2015-01-02T05:00:00Z,2015-01-02T06:00:00+0100,3523.94,3488.4,489,0.01,4643,4297.12,1264,1218.65,3379,3078.47
2015-01-02T06:00:00Z,2015-01-02T07:00:00+0100,3868.58,3969,489,0.01,4643,4377.07,1264,1222.65,3379,3154.42
2015-01-02T07:00:00Z,2015-01-02T08:00:00+0100,4190.57,4253,489,0.06,4643,4389.64,1264,1218.65,3379,3170.99
2015-01-02T08:00:00Z,2015-01-02T09:00:00+0100,4337.33,4352.2,489,4.76,4643,4356.1,1264,1209.71,3379,3146.39
2015-01-02T09:00:00Z,2015-01-02T10:00:00+0100,4515.6,4472,489,29.04,4643,4314.2,1264,1208.01,3379,3106.19
2015-01-02T10:00:00Z,2015-01-02T11:00:00+0100,4523.41,4510.4,489,70.3,4643,4284.06,1264,1199.34,3379,3084.72
2015-01-02T11:00:00Z,2015-01-02T12:00:00+0100,4474.24,4475.8,489,77.66,4643,4216.16,1264,1129.51,3379,3086.65
2015-01-02T12:00:00Z,2015-01-02T13:00:00+0100,4449.32,4420.3,489,68.74,4643,4239.82,1264,1147.83,3379,3091.99
2015-01-02T13:00:00Z,2015-01-02T14:00:00+0100,4396.41,4376.7,489,35.44,4643,4243.88,1264,1186.69,3379,3057.19
2015-01-02T14:00:00Z,2015-01-02T15:00:00+0100,4429.72,4428.2,489,6.91,4643,4208.41,1264,1183.71,3379,3024.7
2015-01-02T15:00:00Z,2015-01-02T16:00:00+0100,4741.13,4700,489,0.08,4643,4193.58,1264,1187.12,3379,3006.46
2015-01-02T16:00:00Z,2015-01-02T17:00:00+0100,5178.7,5052.7,489,0.01,4643,4223.47,1264,1169.04,3379,3054.43
2015-01-02T17:00:00Z,2015-01-02T18:00:00+0100,5091.42,4975.9,489,0.01,4643,4247.63,1264,1187.83,3379,3059.8
2015-01-02T18:00:00Z,2015-01-02T19:00:00+0100,4725.76,4705.1,489,0.01,4643,4187.39,1264,1193.25,3379,2994.14
2015-01-02T19:00:00Z,2015-01-02T20:00:00+0100,4319.18,4342.1,489,0.01,4643,4050,1264,1139.45,3379,2910.55
2015-01-02T20:00:00Z,2015-01-02T21:00:00+0100,4131.82,4083,489,0,4643,4176.21,1264,1187.64,3379,2988.57
2015-01-02T21:00:00Z,2015-01-02T22:00:00+0100,3823.52,3836.7,489,0,4643,4149.19,1264,1186.53,3379,2962.66
2015-01-02T22:00:00Z,2015-01-02T23:00:00+0100,3530.62,3528.9,489,0,4643,3947.79,1264,1102.5,3379,2845.29
2015-01-02T23:00:00Z,2015-01-03T00:00:00+0100,3391.71,3390.3,489,0,4643,4018.59,1264,1159.02,3379,2859.57
2015-01-03T00:00:00Z,2015-01-03T01:00:00+0100,3277.54,3248.7,489,0,4643,4018.64,1264,1149.53,3379,2869.11
2015-01-03T01:00:00Z,2015-01-03T02:00:00+0100,3116.86,3130.4,489,0,4643,4039.56,1264,1190.76,3379,2848.8
2015-01-03T02:00:00Z,2015-01-03T03:00:00+0100,3041.39,3035.5,489,0,4643,3905.82,1264,1180.28,3379,2725.54
2015-01-03T03:00:00Z,2015-01-03T04:00:00+0100,3015.66,3017.1,489,0,4643,3714.39,1264,1170.08,3379,2544.31
2015-01-03T04:00:00Z,2015-01-03T05:00:00+0100,3078.47,3089.6,489,0.01,4643,3645.2,1264,1181.03,3379,2464.17
2015-01-03T05:00:00Z,2015-01-03T06:00:00+0100,3322.07,3301.5,489,0.01,4643,3574.32,1264,1179.99,3379,2394.33
2015-01-03T06:00:00Z,2015-01-03T07:00:00+0100,3636.03,3656.3,489,0.01,4643,3536.79,1264,1173.41,3379,2363.38
2015-01-03T07:00:00Z,2015-01-03T08:00:00+0100,3888.58,3930.3,489,0.06,4643,3444.29,1264,1175.55,3379,2268.74
2015-01-03T08:00:00Z,2015-01-03T09:00:00+0100,4062.27,4156,489,9.65,4643,3348.15,1264,1150.67,3379,2197.48
2015-01-03T09:00:00Z,2015-01-03T10:00:00+0100,4177.13,4270.1,489,45.13,4643,3197.43,1264,1148.83,3379,2048.6
2015-01-03T10:00:00Z,2015-01-03T11:00:00+0100,4136.56,4255.2,489,86.73,4643,3074.95,1264,1140.92,3379,1934.03
2015-01-03T11:00:00Z,2015-01-03T12:00:00+0100,4073.81,4180.7,489,92.07,4643,3052.2,1264,1154.32,3379,1897.88
2015-01-03T12:00:00Z,2015-01-03T13:00:00+0100,4048.1,4086.7,489,69.41,4643,3095.71,1264,1143.42,3379,1952.29
2015-01-03T13:00:00Z,2015-01-03T14:00:00+0100,3986.69,4003.2,489,39.38,4643,3032.96,1264,1146.46,3379,1886.5
2015-01-03T14:00:00Z,2015-01-03T15:00:00+0100,3967.88,4033.1,489,9.12,4643,2928.7,1264,1138.58,3379,1790.12
2015-01-03T15:00:00Z,2015-01-03T16:00:00+0100,4337.85,4398.2,489,0.07,4643,2850.35,1264,1165.1,3379,1685.25
2015-01-03T16:00:00Z,2015-01-03T17:00:00+0100,4825.59,4838.5,489,0.01,4643,2803.28,1264,1161.41,3379,1641.87
2015-01-03T17:00:00Z,2015-01-03T18:00:00+0100,4751.57,4724,489,0,4643,2797.39,1264,1150.57,3379,1646.82
2015-01-03T18:00:00Z,2015-01-03T19:00:00+0100,4325.66,4354.1,489,0.01,4643,2740.46,1264,1163.07,3379,1577.39
2015-01-03T19:00:00Z,2015-01-03T20:00:00+0100,4048.36,4053.2,489,0.01,4643,2765.9,1264,1165.14,3379,1600.76
2015-01-03T20:00:00Z,2015-01-03T21:00:00+0100,3792.96,3794.6,489,0,4643,2733.93,1264,1162.65,3379,1571.28
2015-01-03T21:00:00Z,2015-01-03T22:00:00+0100,3570.88,3558.2,489,0,4643,2775.21,1264,1175.7,3379,1599.51
2015-01-03T22:00:00Z,2015-01-03T23:00:00+0100,3377.74,3377.9,489,0,4643,2804.52,1264,1178.36,3379,1626.16
2015-01-03T23:00:00Z,2015-01-04T00:00:00+0100,3186.15,3193.6,489,0,4643,2766.54,1264,1162.47,3379,1604.07
2015-01-04T00:00:00Z,2015-01-04T01:00:00+0100,3058.45,3021.3,489,0,4643,2826.29,1264,1172.62,3379,1653.67
2015-01-04T01:00:00Z,2015-01-04T02:00:00+0100,2963.9,2927,489,0,4643,2846.83,1264,1154.79,3379,1692.04
2015-01-04T02:00:00Z,2015-01-04T03:00:00+0100,2949.49,2921.2,489,0,4643,2940.79,1264,1160.51,3379,1780.28
2015-01-04T03:00:00Z,2015-01-04T04:00:00+0100,2961.16,2910.5,489,0.01,4643,2938.14,1264,1167.85,3379,1770.29
2015-01-04T04:00:00Z,2015-01-04T05:00:00+0100,2977.69,2981.5,489,0,4643,2821.14,1264,1156.57,3379,1664.57
2015-01-04T05:00:00Z,2015-01-04T06:00:00+0100,3115.01,3124,489,0.01,4643,2789.49,1264,1162.03,3379,1627.46
2015-01-04T06:00:00Z,2015-01-04T07:00:00+0100,3343.84,3369.4,489,0,4643,2718.4,1264,1175.84,3379,1542.56
2015-01-04T07:00:00Z,2015-01-04T08:00:00+0100,3643.23,3670,489,0.53,4643,2767.87,1264,1172.72,3379,1595.15
2015-01-04T08:00:00Z,2015-01-04T09:00:00+0100,3897.32,3889.4,489,23.22,4643,2803.86,1264,1159.8,3379,1644.06
2015-01-04T09:00:00Z,2015-01-04T10:00:00+0100,4042.52,4089.8,489,79.39,4643,2869.17,1264,1134.32,3379,1734.85
2015-01-04T10:00:00Z,2015-01-04T11:00:00+0100,4104.91,4167.8,489,138.57,4643,2976.85,1264,1142.02,3379,1834.83
2015-01-04T11:00:00Z,2015-01-04T12:00:00+0100,4035.38,4132.9,489,157.03,4643,2972.22,1264,1134.69,3379,1837.53
2015-01-04T12:00:00Z,2015-01-04T13:00:00+0100,3959.05,4096.4,489,131.48,4643,2764.56,1264,1131.46,3379,1633.1
2015-01-04T13:00:00Z,2015-01-04T14:00:00+0100,3920.59,4034.1,489,73.53,4643,2361.86,1264,1064.48,3379,1297.38
2015-01-04T14:00:00Z,2015-01-04T15:00:00+0100,3974.44,4013.6,489,13.58,4643,2096.53,1264,1001.74,3379,1094.79
2015-01-04T15:00:00Z,2015-01-04T16:00:00+0100,4452.74,4399.2,489,0.2,4643,1966.14,1264,850.75,3379,1115.39
2015-01-04T16:00:00Z,2015-01-04T17:00:00+0100,4939.97,4914.4,489,0.01,4643,1948.16,1264,844.35,3379,1103.81
2015-01-04T17:00:00Z,2015-01-04T18:00:00+0100,4815.78,4805.3,489,0.01,4643,1973.56,1264,921.36,3379,1052.2
2015-01-04T18:00:00Z,2015-01-04T19:00:00+0100,4470.47,4487.8,489,0,4643,2054.66,1264,990.06,3379,1064.6
2015-01-04T19:00:00Z,2015-01-04T20:00:00+0100,4139.33,4138.1,489,0,4643,2069.12,1264,1103.04,3379,966.08
2015-01-04T20:00:00Z,2015-01-04T21:00:00+0100,3909.8,3873,489,0,4643,2154.17,1264,1110.74,3379,1043.43
2015-01-04T21:00:00Z,2015-01-04T22:00:00+0100,3512.29,3558.5,489,0,4643,2257.1,1264,1086.46,3379,1170.64
2015-01-04T22:00:00Z,2015-01-04T23:00:00+0100,3348.25,3319.1,489,0,4643,2446.09,1264,1045.52,3379,1400.57
2015-01-04T23:00:00Z,2015-01-05T00:00:00+0100,3190.45,3208.7,489,0,4643,2344,1264,771.12,3379,1572.88
2015-01-05T00:00:00Z,2015-01-05T01:00:00+0100,3079.55,3090.6,489,0,4643,2320.43,1264,682.24,3379,1638.19
2015-01-05T01:00:00Z,2015-01-05T02:00:00+0100,2973.79,2986.4,489,0,4643,2210.96,1264,667.64,3379,1543.32
2015-01-05T02:00:00Z,2015-01-05T03:00:00+0100,2944.5,2936.1,489,0,4643,1963.76,1264,693.97,3379,1269.79
2015-01-05T03:00:00Z,2015-01-05T04:00:00+0100,3001.08,2987.7,489,0.01,4643,1741.78,1264,695.93,3379,1045.85
2015-01-05T04:00:00Z,2015-01-05T05:00:00+0100,3311.06,3280.3,489,0.01,4643,1615.43,1264,699.69,3379,915.74
2015-01-05T05:00:00Z,2015-01-05T06:00:00+0100,4047.1,4048.5,489,0.01,4643,1413.26,1264,619.04,3379,794.22
2015-01-05T06:00:00Z,2015-01-05T07:00:00+0100,4814.13,4829.7,489,0.01,4643,1167.09,1264,521.84,3379,645.25
2015-01-05T07:00:00Z,2015-01-05T08:00:00+0100,5047.54,5144.7,489,0.1,4643,969.12,1264,463.71,3379,505.41
2015-01-05T08:00:00Z,2015-01-05T09:00:00+0100,5088.35,5163.4,489,4.97,4643,794.6,1264,387.03,3379,407.57
2015-01-05T09:00:00Z,2015-01-05T10:00:00+0100,5145.24,5267,489,21.12,4643,545.92,1264,262.33,3379,283.59
2015-01-05T10:00:00Z,2015-01-05T11:00:00+0100,5104.36,5230,489,34.62,4643,436.91,1264,259.97,3379,176.94
2015-01-05T11:00:00Z,2015-01-05T12:00:00+0100,5021.55,5149.1,489,38.07,4643,442.86,1264,295.72,3379,147.14
2015-01-05T12:00:00Z,2015-01-05T13:00:00+0100,5024.23,5096.8,489,28.57,4643,355.88,1264,208.5,3379,147.38
2015-01-05T13:00:00Z,2015-01-05T14:00:00+0100,4985.56,5000.7,489,17.05,4643,272.38,1264,132.19,3379,140.19
2015-01-05T14:00:00Z,2015-01-05T15:00:00+0100,4912.72,4936.4,489,2.51,4643,418.73,1264,93.17,3379,325.56
2015-01-05T15:00:00Z,2015-01-05T16:00:00+0100,5149.11,5235,489,0.03,4643,134.2,1264,38.93,3379,95.27
2015-01-05T16:00:00Z,2015-01-05T17:00:00+0100,5524.92,5645.5,489,0.01,4643,100.63,1264,30.79,3379,69.84
2015-01-05T17:00:00Z,2015-01-05T18:00:00+0100,5257,5410.4,489,0.01,4643,93.67,1264,26.11,3379,67.56
2015-01-05T18:00:00Z,2015-01-05T19:00:00+0100,4904.15,5038.9,489,0,4643,154.73,1264,54.63,3379,100.1
2015-01-05T19:00:00Z,2015-01-05T20:00:00+0100,4557.88,4659.1,489,0.01,4643,210.79,1264,91.36,3379,119.43
2015-01-05T20:00:00Z,2015-01-05T21:00:00+0100,4230.98,4334.2,489,0,4643,276.75,1264,157.09,3379,119.66
2015-01-05T21:00:00Z,2015-01-05T22:00:00+0100,3850.42,3960.1,489,0,4643,295.98,1264,179.6,3379,116.38
2015-01-05T22:00:00Z,2015-01-05T23:00:00+0100,3486.25,3558.4,489,0,4643,348.01,1264,217.61,3379,130.4
2015-01-05T23:00:00Z,2015-01-06T00:00:00+0100,3249.55,3268.7,489,0,4643,400.11,1264,262.71,3379,137.4
2015-01-06T00:00:00Z,2015-01-06T01:00:00+0100,3137.68,3113.4,489,0,4643,440.9,1264,274.12,3379,166.78
2015-01-06T01:00:00Z,2015-01-06T02:00:00+0100,3102.22,3078.1,489,0,4643,431.17,1264,223.85,3379,207.32
2015-01-06T02:00:00Z,2015-01-06T03:00:00+0100,3088.44,3093.6,489,0,4643,506.01,1264,251.05,3379,254.96
2015-01-06T03:00:00Z,2015-01-06T04:00:00+0100,3168.03,3155.6,489,0.01,4643,628.65,1264,306.39,3379,322.26
2015-01-06T04:00:00Z,2015-01-06T05:00:00+0100,3426.04,3398.2,489,0.01,4643,837.64,1264,456.03,3379,381.61
2015-01-06T05:00:00Z,2015-01-06T06:00:00+0100,4117.36,4059.9,489,0.01,4643,1065.51,1264,568.11,3379,497.4
2015-01-06T06:00:00Z,2015-01-06T07:00:00+0100,4892.08,4838.8,489,0.01,4643,1290.41,1264,674.18,3379,616.23
2015-01-06T07:00:00Z,2015-01-06T08:00:00+0100,5165.19,5137.8,489,0.11,4643,1468.78,1264,725.9,3379,742.88
2015-01-06T08:00:00Z,2015-01-06T09:00:00+0100,5122.75,5128.3,489,2.77,4643,1589.91,1264,732.47,3379,857.44
2015-01-06T09:00:00Z,2015-01-06T10:00:00+0100,5174.32,5215.8,489,8.66,4643,1732.05,1264,813.64,3379,918.41
2015-01-06T10:00:00Z,2015-01-06T11:00:00+0100,5187.91,5194.3,489,13.25,4643,1950.89,1264,872.32,3379,1078.57
2015-01-06T11:00:00Z,2015-01-06T12:00:00+0100,5127.24,5134.8,489,14.46,4643,2086.01,1264,873.13,3379,1212.88
2015-01-06T12:00:00Z,2015-01-06T13:00:00+0100,5152.66,5153.9,489,11.15,4643,2163.86,1264,916.78,3379,1247.08
2015-01-06T13:00:00Z,2015-01-06T14:00:00+0100,5083.22,5075.4,489,5.97,4643,2188.43,1264,862.46,3379,1325.97
2015-01-06T14:00:00Z,2015-01-06T15:00:00+0100,5011.63,4995.7,489,1.03,4643,2215.03,1264,884.87,3379,1330.16
2015-01-06T15:00:00Z,2015-01-06T16:00:00+0100,5223.81,5228.2,489,0.01,4643,2397.33,1264,1040.35,3379,1356.98
2015-01-06T16:00:00Z,2015-01-06T17:00:00+0100,5567.03,5568.9,489,0.01,4643,2576.93,1264,1140.42,3379,1436.51
2015-01-06T17:00:00Z,2015-01-06T18:00:00+0100,5295.01,5307.8,489,0,4643,2708.3,1264,1141.12,3379,1567.18
2015-01-06T18:00:00Z,2015-01-06T19:00:00+0100,4947.21,4964.8,489,0.01,4643,2853.14,1264,1180.8,3379,1672.34
2015-01-06T19:00:00Z,2015-01-06T20:00:00+0100,4616.41,4629.5,489,0.01,4643,2890.95,1264,1186.74,3379,1704.21
2015-01-06T20:00:00Z,2015-01-06T21:00:00+0100,4312.37,4299.6,489,0,4643,2842.01,1264,1181.33,3379,1660.68
2015-01-06T21:00:00Z,2015-01-06T22:00:00+0100,3949.68,3930.9,489,0,4643,2741.82,1264,1158.32,3379,1583.5
2015-01-06T22:00:00Z,2015-01-06T23:00:00+0100,3610.63,3543.2,489,0,4643,2517.61,1264,1058.48,3379,1459.13
2015-01-06T23:00:00Z,2015-01-07T00:00:00+0100,3356.6,3321,489,0,4643,2273.27,1264,1019.2,3379,1254.07
2015-01-07T00:00:00Z,2015-01-07T01:00:00+0100,3253.28,3234,489,0,4643,2019.18,1264,1057.86,3379,961.32
2015-01-07T01:00:00Z,2015-01-07T02:00:00+0100,3169.58,3179.6,489,0,4643,1878.64,1264,1046.94,3379,831.7
2015-01-07T02:00:00Z,2015-01-07T03:00:00+0100,3158.67,3163,489,0,4643,1814.21,1264,1031.02,3379,783.19
2015-01-07T03:00:00Z,2015-01-07T04:00:00+0100,3240.57,3227,489,0.01,4643,1864.01,1264,948.64,3379,915.37
2015-01-07T04:00:00Z,2015-01-07T05:00:00+0100,3490.13,3473.2,489,0.01,4643,1859.23,1264,784.62,3379,1074.61
2015-01-07T05:00:00Z,2015-01-07T06:00:00+0100,4191.94,4214.7,489,0.01,4643,1791.74,1264,686.73,3379,1105.01
2015-01-07T06:00:00Z,2015-01-07T07:00:00+0100,4962.36,5003.1,489,0.01,4643,1800.07,1264,774.04,3379,1026.03
2015-01-07T07:00:00Z,2015-01-07T08:00:00+0100,5198.09,5262.3,489,0.28,4643,1740.11,1264,812.53,3379,927.58
2015-01-07T08:00:00Z,2015-01-07T09:00:00+0100,5107.86,5228.4,489,19.5,4643,1738.26,1264,832.96,3379,905.3
2015-01-07T09:00:00Z,2015-01-07T10:00:00+0100,5092.62,5266,489,75.96,4643,1681.27,1264,887.87,3379,793.4
2015-01-07T10:00:00Z,2015-01-07T11:00:00+0100,5036.65,5196.7,489,124.83,4643,1749.92,1264,904.5,3379,845.42
2015-01-07T11:00:00Z,2015-01-07T12:00:00+0100,4915.91,4966,489,141.86,4643,1745.05,1264,873.81,3379,871.24
2015-01-07T12:00:00Z,2015-01-07T13:00:00+0100,4956.54,4993.8,489,99.53,4643,1696.05,1264,769.74,3379,926.31
2015-01-07T13:00:00Z,2015-01-07T14:00:00+0100,4875.34,4974.1,489,50.07,4643,1600.8,1264,770.74,3379,830.06
2015-01-07T14:00:00Z,2015-01-07T15:00:00+0100,4823.8,4859.6,489,9.51,4643,1679.7,1264,833.54,3379,846.16
2015-01-07T15:00:00Z,2015-01-07T16:00:00+0100,5079.65,5096.5,489,0.08,4643,1650.55,1264,759.4,3379,891.15
2015-01-07T16:00:00Z,2015-01-07T17:00:00+0100,5486.07,5461.8,489,0.01,4643,1960.74,1264,819.3,3379,1141.44
2015-01-07T17:00:00Z,2015-01-07T18:00:00+0100,5278.14,5252.1,489,0.01,4643,2426.32,1264,983.26,3379,1443.06
2015-01-07T18:00:00Z,2015-01-07T19:00:00+0100,4974.67,4914.5,489,0.01,4643,2826.18,1264,1062.55,3379,1763.63
2015-01-07T19:00:00Z,2015-01-07T20:00:00+0100,4638.14,4622.5,489,0.01,4643,3250.39,1264,1147.85,3379,2102.54
2015-01-07T20:00:00Z,2015-01-07T21:00:00+0100,4317.14,4250.9,489,0,4643,3514.82,1264,1158.08,3379,2356.74
2015-01-07T21:00:00Z,2015-01-07T22:00:00+0100,3980.74,3849.4,489,0,4643,3721.37,1264,1183.2,3379,2538.17
2015-01-07T22:00:00Z,2015-01-07T23:00:00+0100,3666.11,3453.5,489,0,4643,3859.67,1264,1204.62,3379,2655.05
2015-01-07T23:00:00Z,2015-01-08T00:00:00+0100,3417.78,3371.2,489,0,4643,3977.11,1264,1210.71,3379,2766.4
2015-01-08T00:00:00Z,2015-01-08T01:00:00+0100,3300.3,3237.9,489,0,4643,4099.02,1264,1213.68,3379,2885.34
2015-01-08T01:00:00Z,2015-01-08T02:00:00+0100,3277.88,3188.5,489,0,4643,4227.2,1264,1218.09,3379,3009.11
2015-01-08T02:00:00Z,2015-01-08T03:00:00+0100,3300.41,3221.5,489,0,4643,4280.9,1264,1221.04,3379,3059.86
2015-01-08T03:00:00Z,2015-01-08T04:00:00+0100,3375.17,3312.8,489,0.01,4643,4236.03,1264,1218.12,3379,3017.91
2015-01-08T04:00:00Z,2015-01-08T05:00:00+0100,3634.32,3605,489,0,4643,4118.7,1264,1222.01,3379,2896.69
2015-01-08T05:00:00Z,2015-01-08T06:00:00+0100,4269.3,4339.9,489,0.01,4643,3887.5,1264,1223.19,3379,2664.31
2015-01-08T06:00:00Z,2015-01-08T07:00:00+0100,5070.57,5128.3,489,0.01,4643,3667.07,1264,1218.93,3379,2448.14
2015-01-08T07:00:00Z,2015-01-08T08:00:00+0100,5295.4,5319,489,0.01,4643,3377.1,1264,1215.38,3379,2161.72
2015-01-08T08:00:00Z,2015-01-08T09:00:00+0100,5266.71,5254,489,2.12,4643,3050.88,1264,1184.27,3379,1866.61
2015-01-08T09:00:00Z,2015-01-08T10:00:00+0100,5300.92,5308.1,489,15.79,4643,2675.53,1264,1090.82,3379,1584.71
2015-01-08T10:00:00Z,2015-01-08T11:00:00+0100,5233.47,5263.7,489,27.54,4643,2459.55,1264,1080.51,3379,1379.04
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,5155.73,5161.8,489,35.38,4643,2536.21,1264,1027.77,3379,1508.44
2015-01-08T12:00:00Z,2015-01-08T13:00:00+0100,5128.91,5174.5,489,24.18,4643,2201.89,1264,833.47,3379,1368.42
2015-01-08T13:00:00Z,2015-01-08T14:00:00+0100,5025.96,5065.2,489,13.68,4643,1785.45,1264,698.34,3379,1087.11
2015-01-08T14:00:00Z,2015-01-08T15:00:00+0100,4913.89,4937.5,489,2.56,4643,1909.57,1264,794.97,3379,1114.6
2015-01-08T15:00:00Z,2015-01-08T16:00:00+0100,5160.42,5183.9,489,0.03,4643,2086.45,1264,841.8,3379,1244.65
2015-01-08T16:00:00Z,2015-01-08T17:00:00+0100,5482.53,5524.6,489,0,4643,2119.5,1264,836.7,3379,1282.8
2015-01-08T17:00:00Z,2015-01-08T18:00:00+0100,5248.13,5267,489,0.01,4643,2410.89,1264,957.57,3379,1453.32
2015-01-08T18:00:00Z,2015-01-08T19:00:00+0100,4921.58,4893.5,489,0.01,4643,2501.57,1264,1026.87,3379,1474.7
2015-01-08T19:00:00Z,2015-01-08T20:00:00+0100,4590.58,4541.2,489,0.01,4643,2725.38,1264,1090.52,3379,1634.86
2015-01-08T20:00:00Z,2015-01-08T21:00:00+0100,4345.3,4197.7,489,0,4643,3425.87,1264,1179.34,3379,2246.53
2015-01-08T21:00:00Z,2015-01-08T22:00:00+0100,4094.47,3799.5,489,0,4643,3526.45,1264,1198.81,3379,2327.64
2015-01-08T22:00:00Z,2015-01-08T23:00:00+0100,4049.19,3431.6,489,0,4643,3490.31,1264,1189.33,3379,2300.98
2015-01-08T23:00:00Z,2015-01-09T00:00:00+0100,3627.76,3281.4,489,0,4643,3354.98,1264,1201.55,3379,2153.43
2015-01-09T00:00:00Z,2015-01-09T01:00:00+0100,3285.87,3244.1,489,0,4643,3334.7,1264,1204.83,3379,2129.87
2015-01-09T01:00:00Z,2015-01-09T02:00:00+0100,3218.62,3194.8,489,0,4643,3146.15,1264,1209.16,3379,1936.99
2015-01-09T02:00:00Z,2015-01-09T03:00:00+0100,3240.92,3210.7,489,0,4643,3034.17,1264,1198.44,3379,1835.73
2015-01-09T03:00:00Z,2015-01-09T04:00:00+0100,3292.29,3281,489,0.01,4643,3047.34,1264,1189.12,3379,1858.22
2015-01-09T04:00:00Z,2015-01-09T05:00:00+0100,3529.53,3508.7,489,0.01,4643,3227.79,1264,1189.54,3379,2038.25
2015-01-09T05:00:00Z,2015-01-09T06:00:00+0100,4275.43,4205.2,489,0.01,4643,3531.44,1264,1185.77,3379,2345.67
2015-01-09T06:00:00Z,2015-01-09T07:00:00+0100,5000.07,5002.5,489,0.01,4643,3650.78,1264,1164.99,3379,2485.79
