weather_year,solar_cf_mean,onshore_wind_cf_mean,offshore_wind_cf_mean,wind_advantage,load_mean_mw,load_peak_mw
2015,0.13743051822578764,0.29203062732233953,0.4342254728772903,0.14219484555495077,3678.0621107305933,5818.91
2016,0.15711035658295175,0.22595052529544835,0.4110541624155542,0.18510363712010586,3676.704149590164,5818.91
2017,0.1592201297237735,0.2723941384210224,0.4590138819649153,0.18661974354389294,3678.0621107305933,5818.91
2018,0.19398344644511784,0.24998853005098054,0.3899150709972013,0.13992654094622076,3678.0621107305933,5818.91
2019,0.1953580718405917,0.2692013272107553,0.37670478284329123,0.10750345563253594,3678.0621107305933,5818.91
